product_type,product_category,product_name,product_id,fromdate,todate,loaddate
seq,Texas Essentials Blended Learning Path,Texas Essentials Blended Learning Path - 3rd Grade,2098c8f5-20dd-4aa5-acc1-06595d5dfde5,7/1/2026,12/31/3000,8/10/2026
seq,Texas Essentials Blended Learning Path,Texas Essentials Blended Learning Path - 4th Grade,1ff913cf-a042-40f3-99af-0d9644caddca,7/1/2026,12/31/3000,8/10/2026
seq,Texas Essentials Blended Learning Path,Texas Essentials Blended Learning Path - 5th Grade,e022282d-993d-465e-b349-bc784ec7c76f,7/1/2026,12/31/3000,8/10/2026
seq,Texas Essentials Blended Learning Path,Texas Essentials Blended Learning Path - 6th Grade,a9faaf22-99a5-4bae-a8e0-245490692ba8,7/1/2026,12/31/3000,8/10/2026
seq,Texas Essentials Blended Learning Path,Texas Essentials Blended Learning Path - 7th Grade,c2003509-b750-411d-ab9e-ccb9b968ab85,7/1/2026,12/31/3000,8/10/2026
seq,Texas Essentials Blended Learning Path,Texas Essentials Blended Learning Path - 8th Grade,233dd376-7ab8-4ee5-b52a-e437b09a6f7d,7/1/2026,12/31/3000,8/10/2026
seq,EasyTech Florida Blended Learning Path,EasyTech Florida Blended Learning Path,5c50e644-8d64-420d-92ce-ae90a9843f7d,1/1/1900,12/31/3000,8/10/2026
seq,EasyTech Florida Student-Driven Learning Path,EasyTech Florida Student-Driven Learning Path,8b507aee-9396-4f13-8553-cdfa754c9db6,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Kindergarten,289d3bf3-4abf-43a0-8479-df775ac5447a,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade First,c0c107e5-bfc7-4a07-be10-517bf593e428,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Second,210d8573-80ae-47db-af3d-7be1b58d65ba,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Third,83ae857f-24d2-4b19-8cc0-c3a7b75c5b4f,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Fourth,7f3d8833-3298-4a43-b1fa-067d2adc382e,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Fifth,7e541a4c-9667-4479-a2d2-a147f4ca2f19,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Sixth,f3560d4d-91d8-4aee-a1d4-0d1a8a8c9abc,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Seventh,84954ebf-caf8-4e40-a4be-48a3330cf8d4,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Eighth,688fd816-91b9-4303-8da4-e63a29d24ae7,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Ninth,bd548ed8-08d0-45a5-8e44-e6493a2df530,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Tenth,649d1278-568e-4147-b755-b81d3b21d377,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Eleventh,c5e01e83-e2ab-48b8-9141-c2d481eaa749,1/1/1900,12/31/3000,8/10/2026
seq,Fontana Tech Quest,Fontana Tech Quest Grade Twelfth,1a8285a2-24bd-46b4-94ff-1d7dc33756db,1/1/1900,12/31/3000,8/10/2026
seq,Safe into Summer,Safe into Summer Grades K-2,62054640-21b1-419a-beff-10fea1d71dcb,1/1/1900,12/31/3000,8/10/2026
seq,Safe into Summer,Safe into Summer Grades 3-5,2617485a-7b18-4335-8723-ae15b5f9deb0,1/1/1900,12/31/3000,8/10/2026
seq,Safe into Summer,Safe into Summer Grades 6-8,305a9bba-908e-49ce-b2b3-494e41907971,1/1/1900,12/31/3000,8/10/2026
