"table_name","column_name"
account,vidcode_customer_2_c
account,vidcode_org_id_c
account,vidcode_sfdc_id_c
account,virtual_school_c
account,virtual_status_text_c
account,website
account,x_10_th_grade_enrollment_c
account,x_11_th_grade_enrollment_c
account,x_12_th_grade_enrollment_c
account,x_18_digit_parent_account_c
account,x_18_digit_sfdc_account_id_c
account,x_18_digit_ultimate_parent_account_id_c
account,x_1_1_c
account,x_1_1_computing_c
account,x_2020_nc_campaign_status_c
account,x_2020_service_purchased_c
account,x_2020_training_utilized_c
account,x_21_csa_eol_c
account,x_21_st_century_school_grant_c
account,x_2_nd_grade_enrollment_c
account,x_3_plms_c
account,x_3_rd_grade_enrollment_c
account,x_4_th_grade_enrollment_c
account,x_6_th_grade_enrollment_c
account,x_7_th_grade_enrollment_c
account,x_9_th_grade_enrollment_c
account,zendesk_domain_c
account_brand,_fivetran_deleted
account_brand,_fivetran_synced
account_brand,account_id
account_brand,city
account_brand,company_name
account_brand,country
account_brand,country_code
account_brand,created_by_id
account_brand,created_date
account_brand,email
account_brand,geocode_accuracy
account_brand,id
account_brand,is_deleted
account_brand,last_modified_by_id
account_brand,last_modified_date
account_brand,last_referenced_date
account_brand,last_viewed_date
account_brand,latitude
account_brand,logo_id
account_brand,logo_url
account_brand,longitude
account_brand,name
account_brand,owner_id
account_brand,phone
account_brand,postal_code
account_brand,state
account_brand,state_code
account_brand,street
account_brand,system_modstamp
account_brand,website
activation_target,_fivetran_deleted
activation_target,_fivetran_synced
activation_target,audience_history_dmo_name
activation_target,audience_latest_dmo_name
activation_target,connection_type
activation_target,created_by_id
activation_target,created_date
activation_target,description
activation_target,export_to_directory
activation_target,export_to_endpoint
activation_target,id
activation_target,is_communication_capping_enabled
activation_target,is_deleted
activation_target,is_remote
activation_target,last_modified_by_id
activation_target,last_modified_date
activation_target,last_publish_status_date
activation_target,last_publish_status_error_message
activation_target,last_referenced_date
activation_target,last_target_status_date_time
activation_target,last_target_status_error_code
activation_target,last_viewed_date
activation_target,master_label
activation_target,output_format
activation_target,owned_by_org
activation_target,owner_id
activation_target,platform_name
activation_target,platform_privacy_type
activation_target,run_status
activation_target,system_modstamp
activation_target,target_status
activation_target,target_type
activation_target_feed,_fivetran_deleted
activation_target_feed,_fivetran_synced
activation_target_feed,best_comment_id
activation_target_feed,body
activation_target_feed,comment_count
activation_target_feed,created_by_id
activation_target_feed,created_date
activation_target_feed,id
activation_target_feed,inserted_by_id
activation_target_feed,is_deleted
activation_target_feed,is_rich_text
activation_target_feed,last_modified_date
activation_target_feed,like_count
activation_target_feed,link_url
activation_target_feed,network_scope
activation_target_feed,parent_id
activation_target_feed,related_record_id
activation_target_feed,system_modstamp
activation_target_feed,title
activation_target_feed,type
activation_target_feed,visibility
activation_target_history,_fivetran_deleted
activation_target_history,_fivetran_synced
activation_target_history,activation_target_id
activation_target_history,created_by_id
activation_target_history,created_date
activation_target_history,data_type
activation_target_history,field
activation_target_history,id
activation_target_history,is_deleted
activation_target_history,new_value
activation_target_history,old_value
activation_target_platform,_fivetran_deleted
activation_target_platform,_fivetran_synced
activation_target_platform,account_number
activation_target_platform,activation_target_id
activation_target_platform,connection
activation_target_platform,created_by_id
activation_target_platform,created_date
activation_target_platform,id
activation_target_platform,is_deleted
activation_target_platform,last_modified_by_id
activation_target_platform,last_modified_date
activation_target_platform,manager_account_number
activation_target_platform,name
activation_target_platform,owner_id
activation_target_platform,system_modstamp
activation_target_platform_history,_fivetran_deleted
activation_target_platform_history,_fivetran_synced
activation_target_platform_history,activation_target_platform_id
activation_target_platform_history,created_by_id
activation_target_platform_history,created_date
activation_target_platform_history,data_type
activation_target_platform_history,field
activation_target_platform_history,id
activation_target_platform_history,is_deleted
activation_target_platform_history,new_value
activation_target_platform_history,old_value
activation_target_secure_ftp,_fivetran_deleted
activation_target_secure_ftp,_fivetran_synced
activation_target_secure_ftp,activation_target_id
activation_target_secure_ftp,child_directory
activation_target_secure_ftp,compression
activation_target_secure_ftp,created_by_id
activation_target_secure_ftp,created_date
activation_target_secure_ftp,custom_file_name
activation_target_secure_ftp,delimiter
activation_target_secure_ftp,file_date_time_suffix
activation_target_secure_ftp,file_name_type
activation_target_secure_ftp,id
activation_target_secure_ftp,is_create_folder_with_in_child_dir
activation_target_secure_ftp,is_deleted
activation_target_secure_ftp,last_modified_by_id
activation_target_secure_ftp,last_modified_date
activation_target_secure_ftp,max_file_size_in_bytes
activation_target_secure_ftp,max_records_per_file
activation_target_secure_ftp,name
activation_target_secure_ftp,pre_determined_file_name
activation_target_secure_ftp,system_modstamp
activation_trgt_int_org_access,_fivetran_deleted
activation_trgt_int_org_access,_fivetran_synced
activation_trgt_int_org_access,activation_target_id
activation_trgt_int_org_access,created_by_id
activation_trgt_int_org_access,created_date
activation_trgt_int_org_access,data_change_status
activation_trgt_int_org_access,id
activation_trgt_int_org_access,is_deleted
activation_trgt_int_org_access,last_data_change_status_date_time
activation_trgt_int_org_access,last_data_change_status_error_code
activation_trgt_int_org_access,last_modified_by_id
activation_trgt_int_org_access,last_modified_date
activation_trgt_int_org_access,last_referenced_date
activation_trgt_int_org_access,last_viewed_date
activation_trgt_int_org_access,name
activation_trgt_int_org_access,owner_id
activation_trgt_int_org_access,system_modstamp
activation_trgt_int_org_access_feed,_fivetran_deleted
activation_trgt_int_org_access_feed,_fivetran_synced
activation_trgt_int_org_access_feed,best_comment_id
activation_trgt_int_org_access_feed,body
activation_trgt_int_org_access_feed,comment_count
activation_trgt_int_org_access_feed,created_by_id
activation_trgt_int_org_access_feed,created_date
activation_trgt_int_org_access_feed,id
activation_trgt_int_org_access_feed,inserted_by_id
activation_trgt_int_org_access_feed,is_deleted
activation_trgt_int_org_access_feed,is_rich_text
activation_trgt_int_org_access_feed,last_modified_date
activation_trgt_int_org_access_feed,like_count
activation_trgt_int_org_access_feed,link_url
activation_trgt_int_org_access_feed,network_scope
activation_trgt_int_org_access_feed,parent_id
activation_trgt_int_org_access_feed,related_record_id
activation_trgt_int_org_access_feed,system_modstamp
activation_trgt_int_org_access_feed,title
activation_trgt_int_org_access_feed,type
activation_trgt_int_org_access_feed,visibility
activation_trgt_int_org_access_history,_fivetran_deleted
activation_trgt_int_org_access_history,_fivetran_synced
activation_trgt_int_org_access_history,activation_trgt_int_org_access_id
activation_trgt_int_org_access_history,created_by_id
activation_trgt_int_org_access_history,created_date
activation_trgt_int_org_access_history,data_type
activation_trgt_int_org_access_history,field
activation_trgt_int_org_access_history,id
activation_trgt_int_org_access_history,is_deleted
activation_trgt_int_org_access_history,new_value
activation_trgt_int_org_access_history,old_value
actv_tgt_platform_field_value,_fivetran_deleted
actv_tgt_platform_field_value,_fivetran_synced
actv_tgt_platform_field_value,activation_target_platform_id
actv_tgt_platform_field_value,created_by_id
actv_tgt_platform_field_value,created_date
actv_tgt_platform_field_value,id
actv_tgt_platform_field_value,is_deleted
actv_tgt_platform_field_value,last_modified_by_id
actv_tgt_platform_field_value,last_modified_date
actv_tgt_platform_field_value,name
actv_tgt_platform_field_value,overriden_value
actv_tgt_platform_field_value,owner_id
actv_tgt_platform_field_value,system_modstamp
actv_tgt_platform_field_value_history,_fivetran_deleted
actv_tgt_platform_field_value_history,_fivetran_synced
actv_tgt_platform_field_value_history,actv_tgt_platform_field_value_id
actv_tgt_platform_field_value_history,created_by_id
actv_tgt_platform_field_value_history,created_date
actv_tgt_platform_field_value_history,data_type
actv_tgt_platform_field_value_history,field
actv_tgt_platform_field_value_history,id
actv_tgt_platform_field_value_history,is_deleted
actv_tgt_platform_field_value_history,new_value
actv_tgt_platform_field_value_history,old_value
agileed_fieldmapping_c,_fivetran_deleted
agileed_fieldmapping_c,_fivetran_synced
agileed_fieldmapping_c,agileed_data_type_c
agileed_fieldmapping_c,agileed_field_api_name_c
agileed_fieldmapping_c,agileed_prefer_c
agileed_fieldmapping_c,agileed_s_object_c
agileed_fieldmapping_c,agileed_s_object_field_name_c
agileed_fieldmapping_c,created_by_id
agileed_fieldmapping_c,created_date
agileed_fieldmapping_c,id
agileed_fieldmapping_c,is_deleted
